#,Date-Time (CST/CDT),Temperature   (°F),RH   (%),Dew Point   (°F),Host Connected,End of File
7602,01/02/2024 04:42:55,66.13,33.310,36.45,,
7603,01/02/2024 04:52:55,66.09,33.330,36.44,,
7604,01/02/2024 05:02:55,66.25,33.260,36.53,,
7605,01/02/2024 05:12:55,66.47,33.120,36.61,,
7606,01/02/2024 05:22:55,66.69,33.000,36.71,,
7607,01/02/2024 05:32:55,66.65,33.000,36.67,,
7608,01/02/2024 05:42:55,66.43,33.010,36.50,,
7609,01/02/2024 05:52:55,66.22,33.120,36.39,,
7610,01/02/2024 06:02:55,66.09,33.290,36.41,,
7611,01/02/2024 06:12:55,66.09,33.330,36.44,,
7612,01/02/2024 06:22:55,66.25,33.230,36.50,,
7613,01/02/2024 06:32:55,66.43,33.070,36.55,,
7614,01/02/2024 06:42:55,66.60,32.980,36.61,,
7615,01/02/2024 06:52:55,66.72,32.940,36.70,,
7616,01/02/2024 07:02:55,66.65,32.890,36.59,,
7617,01/02/2024 07:12:55,66.43,32.900,36.41,,
7618,01/02/2024 07:22:55,66.22,33.000,36.30,,
7619,01/02/2024 07:32:55,66.04,33.150,36.26,,
7620,01/02/2024 07:42:55,66.09,33.160,36.31,,
7621,01/02/2024 07:52:55,66.31,33.080,36.44,,
7622,01/02/2024 08:02:55,66.47,32.970,36.50,,
7623,01/02/2024 08:12:55,66.65,32.920,36.61,,
7624,01/02/2024 08:22:55,66.51,33.060,36.59,,
7625,01/02/2024 08:32:55,66.38,33.060,36.48,,
7626,01/02/2024 08:42:55,66.22,33.220,36.47,,
7627,01/02/2024 08:52:55,66.22,33.230,36.47,,
7628,01/02/2024 09:02:55,66.38,33.220,36.61,,
7629,01/02/2024 09:12:55,66.60,32.640,36.35,,
7630,01/02/2024 09:22:55,66.56,33.000,36.60,,
7631,01/02/2024 09:32:55,66.43,33.140,36.59,,
7632,01/02/2024 09:42:55,66.31,33.220,36.55,,
7633,01/02/2024 09:52:55,66.22,33.300,36.53,,
7634,01/02/2024 10:02:55,66.34,33.100,36.49,,
7635,01/02/2024 10:12:55,66.60,32.880,36.54,,
7636,01/02/2024 10:22:55,66.56,33.140,36.71,,
7637,01/02/2024 10:32:55,66.47,33.220,36.68,,
7638,01/02/2024 10:42:55,66.43,33.140,36.59,,
7639,01/02/2024 10:52:55,66.43,33.250,36.68,,
7640,01/02/2024 11:02:55,66.56,33.120,36.69,,
7641,01/02/2024 11:12:55,66.69,33.010,36.72,,
7642,01/02/2024 11:22:55,66.69,33.070,36.77,,
7643,01/02/2024 11:32:55,66.69,33.120,36.80,,
7644,01/02/2024 11:42:55,66.69,33.110,36.79,,
7645,01/02/2024 11:52:55,66.69,33.070,36.77,,
7646,01/02/2024 12:02:55,66.94,32.880,36.84,,
7647,01/02/2024 12:12:55,66.99,33.010,36.99,,
7648,01/02/2024 12:22:55,66.99,32.940,36.93,,
7649,01/02/2024 12:32:55,66.99,32.910,36.91,,
7650,01/02/2024 12:42:55,66.99,32.980,36.96,,
7651,01/02/2024 12:52:55,67.03,33.050,37.05,,
7652,01/02/2024 13:02:55,67.24,32.950,37.16,,
7653,01/02/2024 13:12:55,67.03,31.900,36.15,,
7654,01/02/2024 13:22:55,66.43,31.100,34.99,,
7655,01/02/2024 13:32:55,65.91,30.880,34.36,,
7656,01/02/2024 13:42:55,65.88,30.600,34.10,,
7657,01/02/2024 13:52:55,66.43,31.490,35.31,,
7658,01/02/2024 14:02:55,66.72,31.690,35.72,,
7659,01/02/2024 14:12:55,66.94,31.770,35.97,,
7660,01/02/2024 14:22:55,67.06,31.760,36.07,,
7661,01/02/2024 14:32:55,67.15,31.930,36.28,,
7662,01/02/2024 14:42:55,67.12,31.810,36.16,,
7663,01/02/2024 14:52:55,67.12,32.050,36.35,,
7664,01/02/2024 15:02:55,67.41,31.770,36.38,,
7665,01/02/2024 15:12:55,67.59,31.730,36.50,,
7666,01/02/2024 15:22:55,67.59,31.850,36.60,,
7667,01/02/2024 15:32:55,67.50,31.850,36.52,,
7668,01/02/2024 15:42:55,67.33,31.930,36.44,,
7669,01/02/2024 15:52:55,67.24,32.140,36.52,,
7670,01/02/2024 16:02:55,67.59,32.000,36.72,,
7671,01/02/2024 16:12:55,67.41,31.000,35.76,,
7672,01/02/2024 16:22:55,67.28,31.940,36.40,,
7673,01/02/2024 16:32:55,67.12,31.910,36.24,,
7674,01/02/2024 16:42:55,67.03,32.110,36.32,,
7675,01/02/2024 16:52:55,67.37,31.890,36.44,,
7676,01/02/2024 17:02:55,67.41,31.920,36.49,,
7677,01/02/2024 17:12:55,67.46,31.920,36.54,,
7678,01/02/2024 17:22:55,67.50,32.060,36.68,,
7679,01/02/2024 17:32:55,67.28,32.070,36.51,,
7680,01/02/2024 17:42:55,67.12,32.280,36.53,,
7681,01/02/2024 17:52:55,67.15,32.280,36.56,,
7682,01/02/2024 18:02:55,67.46,32.140,36.71,,
7683,01/02/2024 18:12:55,67.46,32.160,36.73,,
7684,01/02/2024 18:22:55,67.46,32.210,36.78,,
7685,01/02/2024 18:32:55,67.46,32.240,36.80,,
7686,01/02/2024 18:42:55,67.41,32.310,36.80,,
7687,01/02/2024 18:52:55,67.41,32.350,36.84,,
7688,01/02/2024 19:02:55,67.55,32.360,36.97,,
7689,01/02/2024 19:12:55,67.55,32.330,36.95,,
7690,01/02/2024 19:22:55,67.50,32.400,36.95,,
7691,01/02/2024 19:32:55,67.46,32.460,36.97,,
7692,01/02/2024 19:42:55,67.41,32.510,36.96,,
7693,01/02/2024 19:52:55,67.33,32.570,36.94,,
7694,01/02/2024 20:02:55,67.33,32.680,37.03,,
7695,01/02/2024 20:12:55,67.46,32.570,37.05,,
7696,01/02/2024 20:22:55,67.41,32.630,37.05,,
7697,01/02/2024 20:32:55,67.33,32.700,37.05,,
7698,01/02/2024 20:42:55,67.24,32.780,37.03,,
7699,01/02/2024 20:52:55,67.21,32.870,37.06,,
7700,01/02/2024 21:02:55,67.21,32.950,37.13,,
7701,01/02/2024 21:12:55,67.37,32.810,37.16,,
7702,01/02/2024 21:22:55,67.28,32.870,37.13,,
7703,01/02/2024 21:32:55,67.21,32.950,37.13,,
7704,01/02/2024 21:42:55,67.12,33.010,37.09,,
7705,01/02/2024 21:52:55,67.06,33.080,37.10,,
7706,01/02/2024 22:02:55,67.12,33.170,37.22,,
7707,01/02/2024 22:12:55,67.21,33.060,37.21,,
7708,01/02/2024 22:22:55,67.12,33.090,37.16,,
7709,01/02/2024 22:32:55,67.06,33.150,37.16,,
7710,01/02/2024 22:42:55,66.99,33.220,37.14,,
7711,01/02/2024 22:52:55,66.90,33.360,37.17,,
7712,01/02/2024 23:02:55,67.06,33.280,37.26,,
7713,01/02/2024 23:12:55,67.06,33.280,37.25,,
7714,01/02/2024 23:22:55,66.99,33.320,37.22,,
7715,01/02/2024 23:32:55,66.90,33.370,37.18,,
7716,01/02/2024 23:42:55,66.81,33.430,37.15,,
7717,01/02/2024 23:52:55,66.81,33.540,37.23,,
7718,01/03/2024 00:02:55,66.99,33.400,37.28,,
7719,01/03/2024 00:12:55,66.94,33.440,37.27,,
7720,01/03/2024 00:22:55,66.87,33.470,37.22,,
7721,01/03/2024 00:32:55,66.72,33.530,37.14,,
7722,01/03/2024 00:42:55,66.72,33.610,37.20,,
7723,01/03/2024 00:52:55,66.78,33.630,37.27,,
7724,01/03/2024 01:02:55,66.87,33.500,37.25,,
7725,01/03/2024 01:12:55,66.78,33.560,37.22,,
7726,01/03/2024 01:22:55,66.69,33.610,37.17,,
7727,01/03/2024 01:32:55,66.60,33.650,37.13,,
7728,01/03/2024 01:42:55,66.56,33.720,37.15,,
7729,01/03/2024 01:52:55,66.78,33.690,37.31,,
7730,01/03/2024 02:02:55,66.81,33.590,37.27,,
7731,01/03/2024 02:12:55,66.72,33.610,37.21,,
7732,01/03/2024 02:22:55,66.65,33.690,37.20,,
7733,01/03/2024 02:32:55,66.56,33.750,37.17,,
7734,01/03/2024 02:42:55,66.51,33.840,37.19,,
7735,01/03/2024 02:52:55,66.78,33.690,37.31,,
7736,01/03/2024 03:02:55,66.72,33.650,37.23,,
7737,01/03/2024 03:12:55,66.65,33.730,37.23,,
7738,01/03/2024 03:22:55,66.51,33.750,37.12,,
7739,01/03/2024 03:32:55,66.43,33.850,37.13,,
7740,01/03/2024 03:42:55,66.47,33.920,37.21,,
7741,01/03/2024 03:52:55,66.72,33.720,37.29,,
7742,01/03/2024 04:02:55,66.69,33.730,37.27,,
7743,01/03/2024 04:12:55,66.56,33.800,37.20,,
7744,01/03/2024 04:22:55,66.43,33.880,37.16,,
7745,01/03/2024 04:32:55,66.31,33.980,37.12,,
7746,01/03/2024 04:42:55,66.38,33.960,37.17,,
7747,01/03/2024 04:52:55,66.65,33.870,37.34,,
7748,01/03/2024 05:02:55,66.60,33.800,37.23,,
7749,01/03/2024 05:12:55,66.47,33.860,37.17,,
7750,01/03/2024 05:22:55,66.34,33.910,37.10,,
7751,01/03/2024 05:32:55,66.25,34.000,37.09,,
7752,01/03/2024 05:42:55,66.34,34.020,37.18,,
7753,01/03/2024 05:52:55,66.51,33.940,37.26,,
7754,01/03/2024 06:02:55,66.81,33.730,37.37,,
7755,01/03/2024 06:12:55,66.72,33.690,37.27,,
7756,01/03/2024 06:22:55,66.56,33.750,37.17,,
7757,01/03/2024 06:32:55,66.43,33.830,37.12,,
7758,01/03/2024 06:42:55,66.25,33.950,37.05,,
7759,01/03/2024 06:52:55,66.31,34.000,37.14,,
7760,01/03/2024 07:02:55,66.47,33.950,37.24,,
7761,01/03/2024 07:12:55,66.72,33.810,37.35,,
7762,01/03/2024 07:22:55,66.72,33.680,37.26,,
7763,01/03/2024 07:32:55,66.56,33.780,37.19,,
7764,01/03/2024 07:42:55,66.38,33.870,37.10,,
7765,01/03/2024 07:52:55,66.31,33.920,37.07,,
7766,01/03/2024 08:02:55,66.31,34.000,37.14,,
7767,01/03/2024 08:12:55,66.51,33.920,37.25,,
7768,01/03/2024 08:22:55,66.69,33.840,37.35,,
7769,01/03/2024 08:32:55,66.60,33.850,37.28,,
7770,01/03/2024 08:42:55,66.51,33.920,37.25,,
7771,01/03/2024 08:52:55,66.43,34.100,37.32,,
7772,01/03/2024 09:02:55,66.38,34.110,37.28,,
7773,01/03/2024 09:12:55,66.60,34.040,37.42,,
7774,01/03/2024 09:22:55,66.72,33.960,37.47,,
7775,01/03/2024 09:32:55,66.65,34.010,37.45,,
7776,01/03/2024 09:42:55,66.60,34.080,37.45,,
7777,01/03/2024 09:52:55,66.51,34.180,37.44,,
7778,01/03/2024 10:02:55,66.51,34.250,37.49,,
7779,01/03/2024 10:12:55,66.78,34.090,37.62,,
7780,01/03/2024 10:22:55,66.78,34.100,37.62,,
7781,01/03/2024 10:32:55,66.72,34.140,37.60,,
7782,01/03/2024 10:42:55,66.72,34.590,37.93,,
7783,01/03/2024 10:52:55,66.72,34.660,37.98,,
7784,01/03/2024 11:02:55,66.81,34.410,37.88,,
7785,01/03/2024 11:12:55,66.99,34.360,38.01,,
7786,01/03/2024 11:22:55,67.03,34.330,38.01,,
7787,01/03/2024 11:32:55,66.99,34.430,38.06,,
7788,01/03/2024 11:42:55,66.99,34.380,38.01,,
7789,01/03/2024 11:52:55,66.90,34.440,37.99,,
7790,01/03/2024 12:02:55,66.94,34.510,38.07,,
7791,01/03/2024 12:12:55,67.15,34.360,38.15,,
7792,01/03/2024 12:22:55,67.12,34.360,38.12,,
7793,01/03/2024 12:32:55,67.12,34.410,38.15,,
7794,01/03/2024 12:42:55,67.12,34.410,38.15,,
7795,01/03/2024 12:52:55,67.12,34.460,38.19,,
7796,01/03/2024 13:02:55,67.21,34.420,38.24,,
7797,01/03/2024 13:12:55,67.37,34.350,38.33,,
7798,01/03/2024 13:22:55,67.24,34.310,38.19,,
7799,01/03/2024 13:32:55,67.03,34.420,38.08,,
7800,01/03/2024 13:42:55,66.90,34.490,38.02,,
7801,01/03/2024 13:52:55,67.03,34.550,38.17,,
7802,01/03/2024 14:02:55,67.15,34.430,38.20,,
7803,01/03/2024 14:12:55,67.15,34.450,38.21,,
7804,01/03/2024 14:22:55,67.21,34.470,38.27,,
7805,01/03/2024 14:32:55,67.24,34.410,38.26,,
7806,01/03/2024 14:42:55,67.24,34.460,38.30,,
7807,01/03/2024 14:52:55,67.37,34.420,38.38,,
7808,01/03/2024 15:02:55,67.55,34.300,38.45,,
7809,01/03/2024 15:12:55,67.50,34.250,38.36,,
7810,01/03/2024 15:22:55,67.37,34.280,38.28,,
7811,01/03/2024 15:32:55,67.15,34.450,38.21,,
7812,01/03/2024 15:42:55,67.24,34.630,38.42,,
7813,01/03/2024 15:52:55,67.46,34.380,38.43,,
7814,01/03/2024 16:02:55,67.50,34.500,38.55,,
7815,01/03/2024 16:12:55,67.46,34.450,38.48,,
7816,01/03/2024 16:22:55,67.46,34.440,38.48,,
7817,01/03/2024 16:32:55,67.41,34.510,38.48,,
7818,01/03/2024 16:42:55,67.33,34.470,38.38,,
7819,01/03/2024 16:52:55,67.46,34.470,38.50,,
7820,01/03/2024 17:02:55,67.46,34.390,38.44,,
7821,01/03/2024 17:12:55,67.41,34.440,38.43,,
7822,01/03/2024 17:22:55,67.33,34.470,38.38,,
7823,01/03/2024 17:32:55,67.24,34.510,38.34,,
7824,01/03/2024 17:42:55,67.21,34.550,38.33,,
7825,01/03/2024 17:52:55,67.24,34.650,38.44,,
7826,01/03/2024 18:02:55,67.37,34.470,38.42,,
7827,01/03/2024 18:12:55,67.33,34.500,38.41,,
7828,01/03/2024 18:22:55,67.24,34.470,38.31,,
7829,01/03/2024 18:32:55,67.15,34.530,38.27,,
7830,01/03/2024 18:42:55,67.06,34.580,38.23,,
7831,01/03/2024 18:52:55,67.15,34.630,38.34,,
7832,01/03/2024 19:02:55,67.24,34.410,38.26,,
7833,01/03/2024 19:12:55,67.15,34.420,38.19,,
7834,01/03/2024 19:22:55,67.12,34.440,38.18,,
7835,01/03/2024 19:32:55,67.03,34.470,38.12,,
7836,01/03/2024 19:42:55,66.99,34.480,38.10,,
7837,01/03/2024 19:52:55,67.15,34.560,38.30,,
7838,01/03/2024 20:02:55,67.15,34.300,38.10,,
7839,01/03/2024 20:12:55,67.12,34.340,38.10,,
7840,01/03/2024 20:22:55,67.06,34.360,38.07,,
7841,01/03/2024 20:32:55,66.99,34.420,38.05,,
7842,01/03/2024 20:42:55,66.90,34.390,37.95,,
7843,01/03/2024 20:52:55,67.06,34.430,38.12,,
7844,01/03/2024 21:02:55,67.12,34.240,38.03,,
7845,01/03/2024 21:12:55,67.06,34.270,38.00,,
7846,01/03/2024 21:22:55,66.99,34.280,37.95,,
7847,01/03/2024 21:32:55,66.90,34.310,37.89,,
7848,01/03/2024 21:42:55,66.99,34.380,38.01,,
7849,01/03/2024 21:52:55,67.12,34.300,38.07,,
7850,01/03/2024 22:02:55,67.12,34.190,37.98,,
7851,01/03/2024 22:12:55,67.03,34.260,37.96,,
7852,01/03/2024 22:22:55,66.99,34.250,37.92,,
7853,01/03/2024 22:32:55,66.90,34.290,37.87,,
7854,01/03/2024 22:42:55,66.90,34.310,37.89,,
7855,01/03/2024 22:52:55,67.06,34.250,37.98,,
7856,01/03/2024 23:02:55,67.03,34.240,37.95,,
7857,01/03/2024 23:12:55,66.99,34.230,37.91,,
7858,01/03/2024 23:22:55,66.94,34.260,37.88,,
7859,01/03/2024 23:32:55,66.87,34.300,37.85,,
7860,01/03/2024 23:42:55,66.87,34.370,37.90,,
7861,01/03/2024 23:52:55,67.06,34.230,37.97,,
7862,01/04/2024 00:02:55,67.03,34.160,37.89,,
7863,01/04/2024 00:12:55,66.94,34.200,37.84,,
7864,01/04/2024 00:22:55,66.90,34.220,37.82,,
7865,01/04/2024 00:32:55,66.87,34.250,37.81,,
7866,01/04/2024 00:42:55,66.87,34.300,37.85,,
7867,01/04/2024 00:52:55,67.03,34.200,37.91,,
7868,01/04/2024 01:02:55,66.99,34.200,37.89,,
7869,01/04/2024 01:12:55,66.90,34.190,37.80,,
7870,01/04/2024 01:22:55,66.81,34.200,37.72,,
7871,01/04/2024 01:32:55,66.78,34.200,37.70,,
7872,01/04/2024 01:42:55,66.94,34.200,37.84,,
7873,01/04/2024 01:52:55,67.03,34.030,37.79,,
7874,01/04/2024 02:02:55,66.94,34.070,37.74,,
7875,01/04/2024 02:12:55,66.87,34.090,37.70,,
7876,01/04/2024 02:22:55,66.87,34.120,37.72,,
7877,01/04/2024 02:32:55,66.87,34.180,37.76,,
7878,01/04/2024 02:42:55,67.03,34.120,37.86,,
7879,01/04/2024 02:52:55,67.06,34.010,37.81,,
7880,01/04/2024 03:02:55,66.94,34.080,37.74,,
7881,01/04/2024 03:12:55,66.90,34.120,37.74,,
7882,01/04/2024 03:22:55,66.87,34.140,37.73,,
7883,01/04/2024 03:32:55,66.87,34.200,37.77,,
7884,01/04/2024 03:42:55,66.99,34.170,37.87,,
7885,01/04/2024 03:52:55,66.99,34.080,37.79,,
7886,01/04/2024 04:02:55,66.90,34.120,37.74,,
7887,01/04/2024 04:12:55,66.87,34.160,37.75,,
7888,01/04/2024 04:22:55,66.78,34.190,37.68,,
7889,01/04/2024 04:32:55,66.81,34.170,37.71,,
7890,01/04/2024 04:42:55,66.94,34.170,37.82,,
7891,01/04/2024 04:52:55,66.94,34.140,37.79,,
7892,01/04/2024 05:02:55,66.87,34.180,37.76,,
7893,01/04/2024 05:12:55,66.81,34.200,37.73,,
7894,01/04/2024 05:22:55,66.78,34.240,37.73,,
7895,01/04/2024 05:32:55,66.72,34.270,37.70,,
7896,01/04/2024 05:42:55,66.94,34.160,37.80,,
7897,01/04/2024 05:52:55,66.94,34.100,37.76,,
7898,01/04/2024 06:02:55,66.87,34.160,37.75,,
7899,01/04/2024 06:12:55,66.81,34.190,37.72,,
7900,01/04/2024 06:22:55,66.72,34.220,37.66,,
7901,01/04/2024 06:32:55,66.72,34.340,37.75,,
7902,01/04/2024 06:42:55,66.94,34.160,37.80,,
7903,01/04/2024 06:52:55,66.87,34.200,37.77,,
7904,01/04/2024 07:02:55,66.81,34.220,37.74,,
7905,01/04/2024 07:12:55,66.78,34.240,37.73,,
7906,01/04/2024 07:22:55,66.72,34.280,37.71,,
7907,01/04/2024 07:32:55,66.78,34.330,37.79,,
7908,01/04/2024 07:42:55,66.94,34.170,37.82,,
7909,01/04/2024 07:52:55,66.94,34.160,37.80,,
7910,01/04/2024 08:02:55,66.90,34.220,37.82,,
7911,01/04/2024 08:12:55,66.94,34.200,37.84,,
7912,01/04/2024 08:22:55,66.90,34.200,37.81,,
7913,01/04/2024 08:32:55,67.03,34.250,37.95,,
7914,01/04/2024 08:42:55,67.15,34.050,37.91,,
7915,01/04/2024 08:52:55,67.12,34.050,37.88,,
7916,01/04/2024 09:02:55,67.12,34.020,37.86,,
7917,01/04/2024 09:12:55,67.12,34.040,37.88,,
7918,01/04/2024 09:22:55,67.06,34.020,37.81,,
7919,01/04/2024 09:32:55,67.15,34.200,38.03,,
7920,01/04/2024 09:42:55,67.33,33.910,37.97,,
7921,01/04/2024 09:52:55,67.28,33.870,37.89,,
7922,01/04/2024 10:02:55,67.28,33.920,37.93,,
7923,01/04/2024 10:12:55,67.28,34.100,38.06,,
7924,01/04/2024 10:22:55,67.28,33.950,37.95,,
7925,01/04/2024 10:32:55,67.28,33.870,37.89,,
7926,01/04/2024 10:42:55,67.46,33.730,37.94,,
7927,01/04/2024 10:52:55,67.46,33.700,37.92,,
7928,01/04/2024 11:02:55,67.46,33.810,38.00,,
7929,01/04/2024 11:12:55,67.50,33.730,37.98,,
7930,01/04/2024 11:22:55,67.50,33.770,38.01,,
7931,01/04/2024 11:32:55,67.55,33.770,38.05,,
7932,01/04/2024 11:42:55,67.59,33.780,38.09,,
7933,01/04/2024 11:52:55,67.71,33.710,38.15,,
7934,01/04/2024 12:02:55,67.68,33.820,38.20,,
7935,01/04/2024 12:12:55,67.55,33.680,37.98,,
7936,01/04/2024 12:22:55,67.37,33.710,37.85,,
7937,01/04/2024 12:32:55,67.50,33.690,37.95,,
7938,01/04/2024 12:42:55,67.62,33.800,38.13,,
7939,01/04/2024 12:52:55,67.68,33.640,38.06,,
7940,01/04/2024 13:02:55,67.75,33.650,38.13,,
7941,01/04/2024 13:12:55,67.68,33.670,38.09,,
7942,01/04/2024 13:22:55,67.59,33.670,38.01,,
7943,01/04/2024 13:32:55,67.59,33.590,37.95,,
7944,01/04/2024 13:42:55,67.89,33.670,38.28,,
7945,01/04/2024 13:52:55,68.05,33.690,38.44,,
7946,01/04/2024 14:02:55,67.93,33.550,38.22,,
7947,01/04/2024 14:12:55,67.80,33.220,37.85,,
7948,01/04/2024 14:22:55,67.68,33.360,37.85,,
7949,01/04/2024 14:32:55,67.93,33.440,38.14,,
7950,01/04/2024 14:42:55,68.05,33.400,38.22,,
7951,01/04/2024 14:52:55,68.05,33.260,38.11,,
7952,01/04/2024 15:02:55,67.93,33.280,38.01,,
7953,01/04/2024 15:12:55,67.89,33.340,38.03,,
7954,01/04/2024 15:22:55,68.05,33.340,38.17,,
7955,01/04/2024 15:32:55,68.23,33.400,38.38,,
7956,01/04/2024 15:42:55,68.18,33.220,38.19,,
7957,01/04/2024 15:52:55,68.02,33.490,38.25,,
7958,01/04/2024 16:02:55,68.02,33.330,38.13,,
7959,01/04/2024 16:12:55,68.05,33.360,38.18,,
7960,01/04/2024 16:22:55,68.18,33.280,38.23,,
7961,01/04/2024 16:32:55,68.02,33.100,37.95,,
7962,01/04/2024 16:42:55,67.84,33.160,37.84,,
7963,01/04/2024 16:52:55,67.62,33.360,37.81,,
7964,01/04/2024 17:02:55,67.80,33.340,37.95,,
7965,01/04/2024 17:12:55,67.89,33.180,37.90,,
7966,01/04/2024 17:22:55,67.89,33.150,37.88,,
7967,01/04/2024 17:32:55,67.80,33.160,37.81,,
7968,01/04/2024 17:42:55,67.55,33.280,37.68,,
7969,01/04/2024 17:52:55,67.41,33.470,37.70,,
7970,01/04/2024 18:02:55,67.71,33.400,37.92,,
7971,01/04/2024 18:12:55,67.75,33.220,37.81,,
7972,01/04/2024 18:22:55,67.71,33.240,37.79,,
7973,01/04/2024 18:32:55,67.71,33.220,37.78,,
7974,01/04/2024 18:42:55,67.68,33.220,37.75,,
7975,01/04/2024 18:52:55,67.62,33.250,37.72,,
7976,01/04/2024 19:02:55,67.62,33.420,37.85,,
7977,01/04/2024 19:12:55,67.75,33.180,37.78,,
7978,01/04/2024 19:22:55,67.59,33.180,37.64,,
7979,01/04/2024 19:32:55,67.28,33.300,37.46,,
7980,01/04/2024 19:42:55,67.03,33.510,37.40,,
7981,01/04/2024 19:52:55,67.06,33.650,37.53,,
7982,01/04/2024 20:02:55,67.33,33.380,37.57,,
7983,01/04/2024 20:12:55,67.28,33.340,37.49,,
7984,01/04/2024 20:22:55,67.24,33.360,37.47,,
7985,01/04/2024 20:32:55,67.21,33.380,37.46,,
7986,01/04/2024 20:42:55,67.12,33.390,37.38,,
7987,01/04/2024 20:52:55,67.15,33.540,37.54,,
7988,01/04/2024 21:02:55,67.24,33.280,37.41,,
7989,01/04/2024 21:12:55,67.21,33.280,37.38,,
7990,01/04/2024 21:22:55,67.12,33.340,37.35,,
7991,01/04/2024 21:32:55,67.03,33.360,37.28,,
7992,01/04/2024 21:42:55,66.99,33.530,37.38,,
7993,01/04/2024 21:52:55,67.12,33.440,37.42,,
7994,01/04/2024 22:02:55,67.12,33.310,37.32,,
7995,01/04/2024 22:12:55,67.03,33.320,37.25,,
7996,01/04/2024 22:22:55,66.94,33.360,37.21,,
7997,01/04/2024 22:32:55,66.87,33.400,37.17,,
7998,01/04/2024 22:42:55,66.87,33.520,37.26,,
7999,01/04/2024 22:52:55,67.06,33.320,37.28,,
8000,01/04/2024 23:02:55,67.03,33.250,37.20,,
8001,01/04/2024 23:12:55,66.90,33.280,37.11,,
8002,01/04/2024 23:22:55,66.81,33.320,37.06,,
8003,01/04/2024 23:32:55,66.72,33.340,37.00,,
8004,01/04/2024 23:42:55,66.78,33.460,37.14,,
8005,01/04/2024 23:52:55,66.99,33.220,37.14,,
8006,01/05/2024 00:02:55,66.94,33.170,37.06,,
8007,01/05/2024 00:12:55,66.81,33.250,37.01,,
8008,01/05/2024 00:22:55,66.72,33.290,36.96,,
8009,01/05/2024 00:32:55,66.65,33.360,36.95,,
8010,01/05/2024 00:42:55,66.69,33.360,36.99,,
8011,01/05/2024 00:52:55,66.87,33.160,36.99,,
8012,01/05/2024 01:02:55,66.81,33.180,36.96,,
8013,01/05/2024 01:12:55,66.72,33.200,36.89,,
8014,01/05/2024 01:22:55,66.60,33.240,36.81,,
8015,01/05/2024 01:32:55,66.51,33.330,36.80,,
8016,01/05/2024 01:42:55,66.69,33.340,36.97,,
8017,01/05/2024 01:52:55,66.87,33.060,36.91,,
8018,01/05/2024 02:02:55,66.78,33.100,36.86,,
8019,01/05/2024 02:12:55,66.65,33.120,36.77,,
8020,01/05/2024 02:22:55,66.51,33.200,36.70,,
8021,01/05/2024 02:32:55,66.43,33.290,36.71,,
8022,01/05/2024 02:42:55,66.60,33.260,36.83,,
8023,01/05/2024 02:52:55,66.69,33.060,36.75,,
8024,01/05/2024 03:02:55,66.60,33.100,36.71,,
8025,01/05/2024 03:12:55,66.47,33.120,36.61,,
8026,01/05/2024 03:22:55,66.34,33.200,36.56,,
8027,01/05/2024 03:32:55,66.38,33.280,36.66,,
8028,01/05/2024 03:42:55,66.56,33.140,36.71,,
8029,01/05/2024 03:52:55,66.81,32.870,36.72,,
8030,01/05/2024 04:02:55,66.69,32.890,36.63,,
8031,01/05/2024 04:12:55,66.56,32.920,36.53,,
8032,01/05/2024 04:22:55,66.43,32.980,36.48,,
8033,01/05/2024 04:32:55,66.34,33.070,36.47,,
8034,01/05/2024 04:42:55,66.47,33.070,36.57,,
8035,01/05/2024 04:52:55,66.69,33.030,36.73,,
8036,01/05/2024 05:02:55,66.87,32.730,36.66,,
8037,01/05/2024 05:12:55,66.72,32.770,36.56,,
8038,01/05/2024 05:22:55,66.60,32.810,36.48,,
8039,01/05/2024 05:32:55,66.43,32.900,36.41,,
8040,01/05/2024 05:42:55,66.34,32.960,36.38,,
8041,01/05/2024 05:52:55,66.51,32.930,36.50,,
8042,01/05/2024 06:02:55,66.78,32.820,36.65,,
8043,01/05/2024 06:12:55,66.72,32.750,36.54,,
8044,01/05/2024 06:22:55,66.65,32.760,36.50,,
8045,01/05/2024 06:32:55,66.51,32.790,36.39,,
8046,01/05/2024 06:42:55,66.38,32.810,36.29,,
8047,01/05/2024 06:52:55,66.43,32.910,36.42,,
8048,01/05/2024 07:02:55,66.60,32.860,36.52,,
8049,01/05/2024 07:12:55,66.81,32.710,36.60,,
8050,01/05/2024 07:22:55,66.78,32.560,36.45,,
8051,01/05/2024 07:32:55,66.65,32.590,36.36,,
8052,01/05/2024 07:42:55,66.56,32.640,36.32,,
8053,01/05/2024 07:52:55,66.47,32.690,36.28,,
8054,01/05/2024 08:02:55,66.51,32.790,36.39,,
8055,01/05/2024 08:12:55,66.72,32.770,36.56,,
8056,01/05/2024 08:22:55,66.87,32.550,36.52,,
8057,01/05/2024 08:32:55,66.78,32.490,36.39,,
8058,01/05/2024 08:42:55,66.65,32.650,36.41,,
8059,01/05/2024 08:52:55,66.56,32.570,36.27,,
8060,01/05/2024 09:02:55,66.56,32.630,36.31,,
8061,01/05/2024 09:12:55,66.65,32.860,36.57,,
8062,01/05/2024 09:22:55,66.60,32.670,36.37,,
8063,01/05/2024 09:32:55,66.60,32.830,36.50,,
8064,01/05/2024 09:42:55,66.51,32.680,36.31,,
8065,01/05/2024 09:52:55,66.56,32.750,36.41,,
8066,01/05/2024 10:02:55,66.65,32.870,36.58,,
